Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000000038,7/11/2020 22:15,Kimberly Baldwin,"['Shower Gel', 'Dish Soap', 'Plant Fertilizer', 'Garden Hose', 'Tuna']",7,61.55,Credit Card,New York,Convenience Store,FALSE,Student,Fall,None
1000000039,7/11/2023 11:36,Donald Bradford,"['Potatoes', 'Air Freshener', 'Sponges', 'Onions', 'Laundry Detergent']",5,39.08,Cash,Dallas,Supermarket,FALSE,Young Adult,Spring,None
1000000040,5/31/2022 17:09,Mike Gilbert,['Feminine Hygiene Products'],4,12.97,Credit Card,Atlanta,Department Store,FALSE,Professional,Winter,None
1000000041,7/1/2023 20:11,Rebecca Morton,"['Shaving Cream', 'Butter']",8,56.99,Debit Card,Miami,Specialty Store,TRUE,Retiree,Summer,Discount on Selected Items
1000000042,11/13/2023 12:48,Nicole Hernandez,"['Lawn Mower', 'Eggs', 'Dustpan', 'Peanut Butter', 'Beef']",9,99.77,Cash,Boston,Specialty Store,TRUE,Professional,Spring,Discount on Selected Items
1000000043,10/12/2020 12:39,Paige White,"['Dustpan', 'BBQ Sauce', 'Toothbrush', 'Deodorant', 'Dish Soap']",8,29.82,Cash,Atlanta,Specialty Store,FALSE,Student,Winter,Discount on Selected Items
1000000044,9/21/2022 5:09,Mr. Lance Perkins,"['Bread', 'Dustpan', 'Ketchup', 'Ironing Board']",7,89.97,Cash,Atlanta,Department Store,FALSE,Middle-Aged,Winter,None
1000000045,10/28/2022 18:17,Kelly Foley,['Soap'],2,83.55,Credit Card,Chicago,Convenience Store,FALSE,Professional,Spring,Discount on Selected Items
1000000046,5/10/2024 23:21,Paula Maldonado,['Razors'],10,44.98,Cash,Dallas,Convenience Store,FALSE,Student,Fall,None
1000000047,2/6/2023 1:31,Roberto Franklin,"['Pasta', 'Olive Oil']",7,76.09,Mobile Payment,Los Angeles,Convenience Store,TRUE,Retiree,Summer,None
1000000048,4/17/2024 0:49,Steven Clements,"['Beef', 'Milk', 'Salmon', 'Shampoo']",10,55.69,Credit Card,Seattle,Department Store,TRUE,Teenager,Summer,Discount on Selected Items
1000000049,6/24/2021 14:01,Katherine Luna,['Tea'],3,61.53,Cash,Houston,Warehouse Club,FALSE,Retiree,Winter,Discount on Selected Items
1000000050,4/10/2021 19:14,Ryan Hammond,"['Hand Sanitizer', 'Plant Fertilizer', 'Baby Wipes', 'Hand Sanitizer', 'Power Strips']",1,78.46,Mobile Payment,San Francisco,Supermarket,FALSE,Teenager,Summer,Discount on Selected Items
1000000051,9/18/2023 9:06,Valerie Johnson,['Bread'],9,49.7,Mobile Payment,Miami,Pharmacy,TRUE,Retiree,Fall,None
1000000052,5/10/2020 17:02,Jennifer Mitchell,"['Vacuum Cleaner', 'Apple', 'Shrimp', 'Trash Bags', 'Carrots']",10,87.04,Mobile Payment,Boston,Convenience Store,FALSE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000000053,12/30/2020 14:17,Nathan Schwartz,"['Shrimp', 'Cleaning Rags', 'Olive Oil', 'Soda']",2,9.55,Cash,Houston,Warehouse Club,FALSE,Senior Citizen,Fall,BOGO (Buy One Get One)
1000000054,3/2/2023 19:56,Rebecca Gilmore,"['Olive Oil', 'Feminine Hygiene Products', 'Toothpaste', 'Soap', 'Bath Towels']",8,46.79,Debit Card,Los Angeles,Specialty Store,FALSE,Retiree,Winter,None
1000000055,6/23/2022 18:30,Todd Parrish,['Peanut Butter'],7,25.89,Mobile Payment,Seattle,Specialty Store,TRUE,Student,Fall,Discount on Selected Items
1000000056,5/9/2022 8:42,Christopher Blake,['Orange'],6,5.21,Cash,Dallas,Warehouse Club,FALSE,Young Adult,Winter,BOGO (Buy One Get One)
1000000057,11/23/2021 7:49,Marie Young,"['Syrup', 'Tuna', 'Paper Towels', 'Toothpaste', 'Mustard']",3,12.72,Cash,Los Angeles,Pharmacy,TRUE,Homemaker,Summer,BOGO (Buy One Get One)
1000000058,1/11/2024 5:41,James Mccarthy,"['Laundry Detergent', 'BBQ Sauce']",5,15.14,Mobile Payment,Miami,Pharmacy,FALSE,Middle-Aged,Winter,Discount on Selected Items
1000000059,6/30/2020 0:58,Sharon Espinoza,"['Dish Soap', 'Shower Gel', 'Lawn Mower', 'Dustpan', 'Toothpaste']",4,15.68,Debit Card,Atlanta,Specialty Store,TRUE,Professional,Winter,None
1000000060,11/11/2021 3:45,Rachel Rasmussen,"['Dustpan', 'Bath Towels', 'Pickles', 'Sponges']",2,92.78,Credit Card,Seattle,Supermarket,TRUE,Young Adult,Fall,None
1000000061,10/28/2021 20:51,Thomas Lowery,"['Milk', 'Tuna', 'Ketchup', 'Broom']",10,35.95,Credit Card,Boston,Department Store,TRUE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000000062,6/23/2021 6:46,Richard Johnston,"['Beef', 'Bread', 'Dustpan']",5,88.59,Cash,Chicago,Specialty Store,FALSE,Professional,Winter,BOGO (Buy One Get One)
1000000063,8/24/2023 5:20,Rebecca Vasquez,"['Pancake Mix', 'Dustpan', 'Laundry Detergent', 'Garden Hose']",6,66.87,Mobile Payment,Houston,Department Store,TRUE,Professional,Summer,BOGO (Buy One Get One)
1000000064,6/28/2021 6:41,Samuel Mays,"['Cereal Bars', 'Air Freshener', 'Honey', 'Laundry Detergent']",3,37.35,Cash,San Francisco,Department Store,TRUE,Young Adult,Winter,Discount on Selected Items
1000000065,8/14/2023 13:19,Karen Williams,"['Banana', 'Garden Hose', 'Extension Cords', 'Toothpaste', 'Syrup']",6,60.37,Debit Card,New York,Department Store,FALSE,Young Adult,Spring,BOGO (Buy One Get One)
1000000066,4/8/2022 8:49,Ian Murphy,['Shrimp'],8,51.42,Credit Card,Miami,Department Store,TRUE,Homemaker,Winter,None
1000000067,4/4/2020 1:57,Elizabeth Li,"['Broom', 'Pickles', 'Cleaning Rags']",1,54.04,Mobile Payment,Miami,Specialty Store,TRUE,Retiree,Spring,None
1000000068,10/30/2021 21:16,Brenda Chase,"['Peanut Butter', 'Lawn Mower', 'Syrup', 'Chicken', 'Toothpaste']",3,67.43,Cash,Dallas,Department Store,TRUE,Teenager,Fall,None
1000000069,8/19/2022 7:26,Anthony Miranda,"['Peanut Butter', 'Razors']",8,48.83,Cash,Seattle,Warehouse Club,FALSE,Retiree,Summer,BOGO (Buy One Get One)
1000000070,9/21/2020 9:18,Patricia Adams,"['Mop', 'Laundry Detergent', 'Vacuum Cleaner']",8,19.4,Credit Card,Atlanta,Pharmacy,FALSE,Senior Citizen,Fall,Discount on Selected Items
1000000071,5/11/2020 12:03,Jacob Douglas,"['Eggs', 'Shower Gel', 'Olive Oil']",1,12.73,Mobile Payment,Houston,Pharmacy,FALSE,Retiree,Spring,Discount on Selected Items
1000000072,10/27/2022 3:15,Martin Gonzalez,['Vinegar'],5,77.41,Mobile Payment,Los Angeles,Specialty Store,FALSE,Student,Spring,None
1000000073,6/13/2021 14:25,Sherry Nunez,"['Shaving Cream', 'Apple', 'Pickles']",4,78.52,Credit Card,Miami,Supermarket,TRUE,Homemaker,Summer,None
1000000074,3/16/2020 13:50,Joshua Livingston,"['Canned Soup', 'Tea']",2,16.9,Mobile Payment,Dallas,Supermarket,TRUE,Middle-Aged,Spring,Discount on Selected Items
1000000075,5/28/2023 19:43,Kimberly Morton,"['Syrup', 'Salmon']",1,40.11,Debit Card,Seattle,Convenience Store,FALSE,Teenager,Summer,Discount on Selected Items
1000000076,4/11/2024 22:31,Robin Graham,['Peanut Butter'],6,57.04,Cash,Atlanta,Warehouse Club,FALSE,Homemaker,Winter,BOGO (Buy One Get One)
1000000077,3/18/2024 2:50,Donna Randall,"['Hair Gel', 'Tomatoes', 'Cheese', 'Power Strips', 'Beef']",6,68.29,Mobile Payment,Los Angeles,Specialty Store,FALSE,Young Adult,Fall,BOGO (Buy One Get One)
1000000078,1/6/2021 11:48,Alfred Schneider,"['Light Bulbs', 'Tissues']",4,41.24,Debit Card,Dallas,Supermarket,FALSE,Homemaker,Fall,None
1000000079,1/24/2024 16:50,Taylor Wilson,"['Olive Oil', 'Banana']",4,72.11,Cash,Los Angeles,Department Store,TRUE,Professional,Winter,BOGO (Buy One Get One)
1000000080,5/16/2020 23:24,Matthew Henderson,"['Mop', 'Jam', 'Cheese', 'Hand Sanitizer']",1,65.96,Mobile Payment,Miami,Convenience Store,TRUE,Teenager,Summer,Discount on Selected Items
1000000081,5/10/2022 23:55,Christina Hoover,"['Diapers', 'Light Bulbs', 'Soda', 'Toothpaste']",4,80.75,Credit Card,New York,Warehouse Club,TRUE,Homemaker,Winter,Discount on Selected Items
1000000082,9/12/2021 13:17,Paul Tate,"['Light Bulbs', 'Hair Gel', 'Mustard', 'Iron']",9,68.09,Debit Card,New York,Specialty Store,TRUE,Retiree,Winter,BOGO (Buy One Get One)
1000000083,9/10/2020 19:56,Melissa Rose,"['Hand Sanitizer', 'Dish Soap', 'Deodorant', 'Cereal']",8,16.17,Debit Card,Seattle,Pharmacy,FALSE,Teenager,Spring,Discount on Selected Items
1000000084,5/30/2022 10:26,Brittany Simmons,"['Ketchup', 'Toothpaste']",5,89.56,Mobile Payment,Chicago,Supermarket,FALSE,Student,Winter,Discount on Selected Items
1000000085,10/28/2020 23:16,Henry Kirk,"['Toothpaste', 'Dishware', 'Bread', 'Eggs']",5,54.94,Credit Card,Dallas,Supermarket,FALSE,Student,Winter,None
1000000086,9/22/2020 3:20,James Richardson,"['Iron', 'Plant Fertilizer', 'Eggs', 'Pickles']",1,93.74,Cash,Seattle,Specialty Store,FALSE,Retiree,Fall,None
1000000087,9/3/2021 1:57,Keith Rodriguez,"['Air Freshener', 'Chicken', 'Shaving Cream']",10,67.87,Cash,Chicago,Specialty Store,TRUE,Retiree,Spring,None
1000000088,4/23/2020 4:16,Marie Owen,"['Plant Fertilizer', 'Tuna', 'Orange']",5,8.46,Cash,Seattle,Department Store,TRUE,Middle-Aged,Winter,Discount on Selected Items
1000000089,3/23/2021 19:58,James Adams,['Mop'],8,45.75,Credit Card,New York,Pharmacy,TRUE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000000090,11/18/2023 20:40,Troy Durham,['Baby Wipes'],7,34.09,Debit Card,Los Angeles,Convenience Store,FALSE,Middle-Aged,Fall,None
1000000091,4/3/2023 21:35,Dr. Adam Chan,"['Beef', 'Cleaning Spray', 'Sponges']",1,41.48,Credit Card,Miami,Convenience Store,FALSE,Professional,Winter,Discount on Selected Items
1000000092,2/8/2023 15:22,Mark Blankenship,"['Tissues', 'Cheese', 'Toilet Paper', 'Cereal Bars', 'Cereal Bars']",4,37.38,Mobile Payment,Miami,Pharmacy,TRUE,Retiree,Spring,BOGO (Buy One Get One)
1000000093,12/30/2023 4:04,Brooke Bennett,"['Water', 'Olive Oil']",4,55.81,Cash,Boston,Convenience Store,FALSE,Young Adult,Summer,BOGO (Buy One Get One)
1000000094,4/10/2021 16:00,Dale Castaneda,"['Banana', 'Toothpaste', 'Iron']",1,90.7,Credit Card,Chicago,Pharmacy,FALSE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000000095,2/8/2022 17:55,Jim Wells,"['Potatoes', 'Cleaning Spray']",3,32.25,Mobile Payment,Chicago,Convenience Store,FALSE,Teenager,Summer,BOGO (Buy One Get One)
1000000096,5/11/2021 19:50,Michael Johnson,"['Cleaning Rags', 'Syrup', 'BBQ Sauce']",8,94.76,Cash,Seattle,Pharmacy,FALSE,Middle-Aged,Summer,Discount on Selected Items
1000000097,7/29/2022 17:21,Lisa Delgado,"['Dish Soap', 'Apple']",5,50.2,Mobile Payment,Miami,Warehouse Club,TRUE,Professional,Winter,None
1000000098,10/5/2022 18:14,Matthew Jackson,"['Salmon', 'Dustpan', 'Yogurt']",8,29.4,Mobile Payment,Miami,Specialty Store,FALSE,Professional,Winter,None
1000000099,8/1/2020 23:03,Nicholas Stephens,['Eggs'],7,27.53,Credit Card,Chicago,Convenience Store,FALSE,Middle-Aged,Fall,None
1000000100,1/15/2020 21:16,Jean Moore,['Deodorant'],10,71.36,Mobile Payment,Houston,Warehouse Club,FALSE,Teenager,Spring,Discount on Selected Items
1000000101,3/15/2021 1:30,Daniel Johnson,['Canned Soup'],8,8.22,Mobile Payment,New York,Convenience Store,FALSE,Student,Fall,None
1000000102,10/22/2022 16:34,Maria Murray MD,"['Soda', 'Laundry Detergent', 'Vinegar', 'Toothbrush']",1,92.73,Credit Card,Los Angeles,Department Store,FALSE,Senior Citizen,Winter,None
1000000103,2/10/2020 1:48,Scott Hunter,"['Bath Towels', 'Canned Soup']",10,93.1,Cash,San Francisco,Convenience Store,FALSE,Professional,Summer,Discount on Selected Items
1000000104,12/27/2022 6:34,Sean Moore,"['Air Freshener', 'Tuna', 'Onions', 'Baby Wipes']",2,12.24,Cash,New York,Department Store,TRUE,Retiree,Fall,None
1000000105,4/21/2021 3:43,Alexander Harmon,"['Trash Bags', 'Feminine Hygiene Products', 'Lawn Mower', 'Ice Cream']",10,20.13,Cash,Seattle,Supermarket,TRUE,Young Adult,Summer,Discount on Selected Items
1000000106,5/14/2022 12:06,David Rodriguez,"['Tuna', 'Coffee', 'Trash Cans']",8,48.09,Mobile Payment,Dallas,Pharmacy,TRUE,Retiree,Spring,BOGO (Buy One Get One)
1000000107,1/30/2023 16:47,Linda Davis,"['Sponges', 'Cleaning Rags', 'Razors', 'Tuna']",2,37.71,Cash,Seattle,Pharmacy,FALSE,Retiree,Winter,Discount on Selected Items
1000000108,10/11/2023 18:27,Linda Hayden,"['Razors', 'Light Bulbs', 'Trash Cans', 'Honey']",9,30.3,Credit Card,Seattle,Supermarket,FALSE,Teenager,Spring,BOGO (Buy One Get One)
1000000109,9/24/2022 1:38,Connie Baker,"['Mustard', 'Soap', 'Bread', 'Pasta', 'Shaving Cream']",7,57.89,Mobile Payment,Seattle,Department Store,TRUE,Middle-Aged,Winter,Discount on Selected Items
1000000110,4/23/2021 13:09,Mr. Kenneth Watson,"['Chips', 'Canned Soup', 'Cleaning Spray', 'Olive Oil']",8,15.34,Cash,Miami,Department Store,TRUE,Teenager,Winter,BOGO (Buy One Get One)
1000000111,9/21/2022 12:12,Maurice Brown,"['Air Freshener', 'Laundry Detergent', 'Cleaning Spray', 'Shaving Cream', 'Ketchup']",10,90.93,Cash,Miami,Specialty Store,TRUE,Teenager,Fall,None
1000000112,1/11/2022 11:36,William Wood,"['Tissues', 'Insect Repellent', 'Bread', 'Pancake Mix']",2,63.34,Cash,Atlanta,Pharmacy,TRUE,Student,Fall,None
1000000113,4/24/2023 1:06,Javier Ryan,"['Feminine Hygiene Products', 'Pickles']",2,48.86,Credit Card,Miami,Supermarket,FALSE,Teenager,Spring,Discount on Selected Items
1000000114,7/31/2021 22:35,Mr. David Casey,"['Pasta', 'Orange']",1,44.08,Debit Card,Los Angeles,Supermarket,TRUE,Teenager,Winter,None
1000000115,12/12/2021 2:59,Ms. Megan Hicks,"['Shower Gel', 'Pickles', 'Bread', 'Sponges']",1,79.64,Cash,San Francisco,Pharmacy,TRUE,Teenager,Fall,None
1000000116,3/5/2024 6:13,Debbie Tucker,['Apple'],5,43.61,Mobile Payment,San Francisco,Pharmacy,TRUE,Teenager,Fall,BOGO (Buy One Get One)
1000000117,1/5/2021 21:56,Joseph Guzman,"['Spinach', 'Chips', 'Diapers', 'Tissues']",6,25.23,Credit Card,San Francisco,Convenience Store,FALSE,Middle-Aged,Fall,BOGO (Buy One Get One)
1000000118,4/6/2023 20:51,Xavier Tran,"['Yogurt', 'Power Strips']",7,13.28,Credit Card,Seattle,Specialty Store,TRUE,Teenager,Fall,None
1000000119,6/21/2021 7:37,Janet Sullivan,"['Extension Cords', 'Insect Repellent']",1,60.7,Debit Card,Atlanta,Department Store,FALSE,Retiree,Winter,None
1000000120,2/26/2023 11:40,James Ray,"['Cleaning Spray', 'Trash Cans']",8,53.89,Mobile Payment,New York,Department Store,FALSE,Senior Citizen,Summer,Discount on Selected Items
1000000121,3/21/2022 14:49,Jason Marshall,"['Vacuum Cleaner', 'Spinach']",8,14.37,Debit Card,Los Angeles,Convenience Store,FALSE,Homemaker,Winter,BOGO (Buy One Get One)
1000000122,8/29/2020 13:41,Alexander Wright,['Shampoo'],9,56.04,Mobile Payment,Chicago,Department Store,TRUE,Student,Spring,None
1000000123,9/17/2023 23:36,Cathy Jackson,"['Bath Towels', 'Feminine Hygiene Products']",4,44.49,Credit Card,Miami,Department Store,FALSE,Homemaker,Spring,BOGO (Buy One Get One)
1000000124,8/21/2023 7:05,Mercedes Anderson,"['Ketchup', 'Eggs', 'Mop', 'Mop']",7,66.28,Debit Card,Miami,Supermarket,FALSE,Homemaker,Fall,None
1000000125,5/2/2021 14:10,Anthony Christensen,"['Pasta', 'Coffee', 'Canned Soup']",8,23.96,Cash,Chicago,Convenience Store,TRUE,Young Adult,Spring,None
1000000126,8/10/2022 0:26,Cameron Walker,"['Canned Soup', 'Toothpaste', 'Olive Oil']",10,68.06,Debit Card,San Francisco,Department Store,TRUE,Professional,Winter,None
1000000127,6/2/2021 5:16,Paul Brown,"['Soap', 'Trash Cans', 'Shampoo', 'Hair Gel', 'Eggs']",7,33.04,Cash,Boston,Pharmacy,TRUE,Professional,Spring,BOGO (Buy One Get One)
1000000128,4/30/2024 2:08,Kimberly Stevens,['Paper Towels'],6,34.28,Cash,Los Angeles,Warehouse Club,FALSE,Professional,Fall,None
1000000129,10/28/2020 23:23,Jordan Garcia,"['Rice', 'Broom', 'Insect Repellent', 'Shower Gel']",4,24.12,Mobile Payment,Houston,Supermarket,TRUE,Retiree,Summer,Discount on Selected Items
1000000130,9/8/2022 7:32,Ryan Joseph II,"['Tea', 'Ironing Board']",8,9.31,Credit Card,Miami,Supermarket,FALSE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000000131,9/2/2022 23:11,Debbie Brown,"['Hand Sanitizer', 'Tomatoes', 'Yogurt', 'Hair Gel']",10,86.98,Mobile Payment,Boston,Department Store,FALSE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000000132,4/18/2021 21:43,Dawn Pratt,"['Carrots', 'Extension Cords']",5,83.34,Mobile Payment,Atlanta,Convenience Store,FALSE,Senior Citizen,Spring,Discount on Selected Items
1000000133,7/8/2022 20:10,Madison Hill,"['Carrots', 'Ice Cream', 'Orange', 'Hair Gel']",6,40.37,Debit Card,Boston,Department Store,FALSE,Teenager,Winter,Discount on Selected Items
1000000134,10/28/2020 3:12,Kelly Atkinson,"['Hair Gel', 'Toothpaste', 'Dish Soap', 'Sponges', 'Spinach']",1,7.14,Mobile Payment,Atlanta,Department Store,FALSE,Teenager,Spring,Discount on Selected Items
1000000135,5/4/2020 9:30,Patricia Fuller,"['Insect Repellent', 'Peanut Butter', 'Potatoes', 'Tissues', 'Trash Cans']",1,56.7,Mobile Payment,Seattle,Specialty Store,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000000136,2/26/2021 11:14,Debra Brown,"['Feminine Hygiene Products', 'Ironing Board', 'Power Strips', 'Tomatoes']",9,90.9,Credit Card,Chicago,Department Store,FALSE,Teenager,Fall,Discount on Selected Items
1000000137,11/2/2023 9:25,Brett Hernandez,"['Ketchup', 'Power Strips', 'Dustpan']",9,59.02,Mobile Payment,Chicago,Specialty Store,FALSE,Professional,Winter,BOGO (Buy One Get One)
1000000138,4/7/2021 10:10,Diane Hughes,"['BBQ Sauce', 'Tuna', 'Honey']",3,36.46,Mobile Payment,Dallas,Warehouse Club,TRUE,Middle-Aged,Spring,None
1000000139,11/3/2022 2:17,Jeffrey Jones,"['Tuna', 'Toilet Paper']",2,73.35,Credit Card,Dallas,Specialty Store,FALSE,Senior Citizen,Winter,None
1000000140,12/8/2020 16:09,Frank Torres,"['Cheese', 'Shaving Cream']",5,52.95,Mobile Payment,San Francisco,Pharmacy,TRUE,Teenager,Summer,None
1000000141,3/5/2023 4:11,Daniel Mcguire,"['Coffee', 'Laundry Detergent', 'Jam']",1,77.42,Credit Card,Miami,Warehouse Club,TRUE,Professional,Fall,None
1000000142,3/18/2023 16:05,Russell Harmon,"['Deodorant', 'Ironing Board', 'Spinach']",7,53.23,Cash,Miami,Specialty Store,FALSE,Student,Summer,BOGO (Buy One Get One)
1000000143,4/4/2024 5:28,John Benitez,"['Ketchup', 'Razors', 'Shaving Cream']",4,71.54,Credit Card,Miami,Department Store,TRUE,Teenager,Fall,Discount on Selected Items
